,source,target
202,1.288927673885098e+18,485266632.0
203,1.288927673885098e+18,3128299056.0
204,1.288927673885098e+18,3306301502.0
205,1.288927673885098e+18,2911851718.0
206,1.288927673885098e+18,736951584.0
207,1.288927673885098e+18,2504819123.0
208,1.288927673885098e+18,7.298267085017457e+17
209,1.288927673885098e+18,2278228675.0
210,1.288927673885098e+18,332532382.0
211,1.288927673885098e+18,1146777138.0
212,8.28306601626968e+17,486977981.0
213,8.28306601626968e+17,1360381742.0
214,8.28306601626968e+17,1.425452027170132e+18
215,8.28306601626968e+17,1.2843387127010918e+18
216,8.28306601626968e+17,1.409244006379397e+18
217,8.28306601626968e+17,4698057258.0
218,8.28306601626968e+17,1.0713575567134924e+18
219,8.28306601626968e+17,8.468499243733279e+17
220,8.28306601626968e+17,1.3102558883562127e+18
221,8.28306601626968e+17,1.3610288489897247e+18
222,8.28306601626968e+17,2808900592.0
223,8.28306601626968e+17,1.2970239146950656e+18
224,8.28306601626968e+17,1.1748706149155963e+18
225,8.28306601626968e+17,1.0551307898961716e+18
226,8.28306601626968e+17,4828259713.0
227,8.28306601626968e+17,1.3194276178089288e+18
228,8.28306601626968e+17,9.90257210348499e+17
229,8.28306601626968e+17,9.817474913213686e+17
230,8.28306601626968e+17,109597416.0
231,8.28306601626968e+17,9.157442125739992e+17
232,8.28306601626968e+17,61060954.0
233,8.28306601626968e+17,1.0270812622410792e+18
234,8.28306601626968e+17,1.3727047201046075e+18
235,8.28306601626968e+17,1.1537463809990697e+18
236,8.28306601626968e+17,258890710.0
237,8.28306601626968e+17,1.2202013333340078e+18
238,8.28306601626968e+17,3314802603.0
239,8.28306601626968e+17,1.1076062513898127e+18
240,8.28306601626968e+17,1.025434983475888e+18
241,8.28306601626968e+17,722566490.0
242,8.28306601626968e+17,9.019249217685996e+17
243,8.28306601626968e+17,8.77371894588031e+17
244,8.28306601626968e+17,915806328.0
245,8.28306601626968e+17,1.3680314798302863e+18
246,8.28306601626968e+17,731897738.0
247,8.28306601626968e+17,2493143097.0
248,8.28306601626968e+17,243482492.0
249,8.28306601626968e+17,7.026367575448003e+17
250,8.28306601626968e+17,42111913.0
251,8.28306601626968e+17,164047553.0
252,8.28306601626968e+17,1.3690398602254418e+18
253,8.28306601626968e+17,1.089616487659258e+18
254,8.28306601626968e+17,1.3661276932893737e+18
255,8.28306601626968e+17,1.0389422314602948e+18
256,8.28306601626968e+17,1.3023166241549435e+18
257,8.28306601626968e+17,8.229632459338547e+17
258,8.28306601626968e+17,3180564577.0
259,8.28306601626968e+17,1.1047696307474596e+18
260,8.28306601626968e+17,346925955.0
261,8.28306601626968e+17,7.953281156774953e+17
262,8.28306601626968e+17,443935964.0
263,8.28306601626968e+17,421984230.0
264,8.28306601626968e+17,154894180.0
265,8.28306601626968e+17,9.97600709402157e+17
266,8.28306601626968e+17,1287274194.0
267,8.28306601626968e+17,1.268717278352343e+18
268,8.28306601626968e+17,2477674200.0
269,8.28306601626968e+17,1.2520621346720197e+18
270,8.28306601626968e+17,334434963.0
271,8.28306601626968e+17,1452359448.0
272,8.28306601626968e+17,62260794.0
273,8.28306601626968e+17,1.16612776870434e+18
274,8.28306601626968e+17,1.291542130561876e+18
275,8.28306601626968e+17,1.0422168809190112e+18
276,8.28306601626968e+17,610067519.0
277,8.28306601626968e+17,8.696372243290399e+17
278,8.28306601626968e+17,8.363489873429791e+17
279,8.28306601626968e+17,403388760.0
280,8.28306601626968e+17,1088228732.0
281,8.28306601626968e+17,1.0164169803819622e+18
282,8.28306601626968e+17,7.425233063984824e+17
283,8.28306601626968e+17,1.273369584591143e+18
284,8.28306601626968e+17,1.2134373663223808e+18
285,8.28306601626968e+17,1.3462032076142797e+18
286,8.28306601626968e+17,1.3483880224469074e+18
287,8.28306601626968e+17,2695617840.0
288,8.28306601626968e+17,1.2407400988760187e+18
289,8.28306601626968e+17,389834720.0
290,8.28306601626968e+17,2617785070.0
291,8.28306601626968e+17,282018175.0
292,8.28306601626968e+17,1.0050708130103008e+18
293,8.28306601626968e+17,243034096.0
294,8.28306601626968e+17,734114143.0
295,8.28306601626968e+17,7.233103454068285e+17
296,8.28306601626968e+17,1.0982895238244352e+18
297,8.28306601626968e+17,1.217595739926401e+18
298,8.28306601626968e+17,8.594165057584742e+17
299,8.28306601626968e+17,3001529199.0
300,8.28306601626968e+17,422991457.0
301,8.28306601626968e+17,94195248.0
302,8.28306601626968e+17,2485295290.0
303,8.28306601626968e+17,2540547920.0
304,8.28306601626968e+17,2941157317.0
305,8.28306601626968e+17,3210755387.0
306,8.28306601626968e+17,1899288463.0
307,8.28306601626968e+17,3410870975.0
308,8.28306601626968e+17,443258565.0
309,8.28306601626968e+17,514989244.0
310,8.28306601626968e+17,2477782845.0
311,8.28306601626968e+17,175176205.0
312,8.28306601626968e+17,1216755044.0
313,8.28306601626968e+17,1049362014.0
314,8.28306601626968e+17,221393687.0
315,8.28306601626968e+17,3281243257.0
316,8.28306601626968e+17,366985473.0
317,8.28306601626968e+17,3430211891.0
318,8.28306601626968e+17,9.777478604134072e+17
319,8.28306601626968e+17,309462920.0
320,8.28306601626968e+17,1.0081027616894198e+18
321,8.28306601626968e+17,288359079.0
322,8.28306601626968e+17,290743388.0
323,8.28306601626968e+17,1.258818597612335e+18
324,8.28306601626968e+17,225551939.0
325,8.28306601626968e+17,2905925788.0
326,8.28306601626968e+17,23283201.0
327,8.28306601626968e+17,1067243287.0
328,8.28306601626968e+17,7.330060571995668e+17
329,8.28306601626968e+17,164898815.0
330,8.28306601626968e+17,2422314319.0
331,8.28306601626968e+17,38425511.0
332,8.28306601626968e+17,1.0873966841355674e+18
333,8.28306601626968e+17,480706497.0
334,8.28306601626968e+17,1.0755161358717788e+18
335,8.28306601626968e+17,874665139.0
336,8.28306601626968e+17,2406040469.0
337,8.28306601626968e+17,1095664453.0
338,8.28306601626968e+17,7.261185692395356e+17
339,8.28306601626968e+17,2180686043.0
340,8.28306601626968e+17,1267887006.0
341,8.28306601626968e+17,2207439775.0
342,8.28306601626968e+17,2469922770.0
343,8.28306601626968e+17,1493984250.0
344,8.28306601626968e+17,1.1297782441930628e+18
345,8.28306601626968e+17,1049629722.0
346,8.28306601626968e+17,336646662.0
347,8.28306601626968e+17,1.0208862993881416e+18
348,8.28306601626968e+17,3279397635.0
349,8.28306601626968e+17,4831465174.0
350,8.28306601626968e+17,1.043152109447856e+18
351,8.28306601626968e+17,425508330.0
352,8.28306601626968e+17,1476241958.0
353,8.28306601626968e+17,7.416211053503242e+17
354,8.28306601626968e+17,411772772.0
355,8.28306601626968e+17,1728971562.0
356,8.28306601626968e+17,487454186.0
357,8.28306601626968e+17,460624925.0
358,8.28306601626968e+17,2352709890.0
359,8.28306601626968e+17,7.403050230668657e+17
360,8.28306601626968e+17,1.0310829671610982e+18
361,8.28306601626968e+17,2719739603.0
362,8.28306601626968e+17,421576676.0
363,8.28306601626968e+17,980860934.0
364,8.28306601626968e+17,3335938923.0
365,8.28306601626968e+17,66771507.0
366,8.28306601626968e+17,1901259397.0
367,8.28306601626968e+17,161501344.0
368,8.28306601626968e+17,357254102.0
369,8.28306601626968e+17,19409608.0
370,8.28306601626968e+17,73933794.0
371,8.28306601626968e+17,1316720148.0
372,8.28306601626968e+17,475404362.0
373,8.28306601626968e+17,29300373.0
374,8.28306601626968e+17,8.057772847329526e+17
375,8.28306601626968e+17,9.986193928114216e+17
376,8.28306601626968e+17,446400704.0
377,8.28306601626968e+17,3329540878.0
378,8.28306601626968e+17,8.566744833268654e+17
379,8.28306601626968e+17,40300956.0
380,8.28306601626968e+17,2303788928.0
381,8.28306601626968e+17,4884626183.0
382,8.28306601626968e+17,8.294376654519214e+17
383,8.28306601626968e+17,443729894.0
384,8.28306601626968e+17,558691637.0
385,8.28306601626968e+17,6.957384702585774e+17
386,8.28306601626968e+17,64846748.0
387,8.28306601626968e+17,2330958254.0
388,8.28306601626968e+17,3250749722.0
389,8.28306601626968e+17,404327663.0
390,8.28306601626968e+17,2993364724.0
391,8.28306601626968e+17,1.142428760353968e+18
392,8.28306601626968e+17,1.0954172213445672e+18
393,8.28306601626968e+17,34696003.0
394,8.28306601626968e+17,37687184.0
395,8.28306601626968e+17,19332700.0
396,8.28306601626968e+17,438640936.0
397,8.28306601626968e+17,1.0874531188356874e+18
398,8.28306601626968e+17,571452585.0
399,8.28306601626968e+17,393736854.0
400,8.28306601626968e+17,195734400.0
401,8.28306601626968e+17,794198058.0
402,8.28306601626968e+17,2213339700.0
403,8.28306601626968e+17,210897756.0
404,8.28306601626968e+17,1.205136361877123e+18
405,8.28306601626968e+17,86836649.0
406,8.28306601626968e+17,125413539.0
407,8.28306601626968e+17,9.385394543267676e+17
408,8.28306601626968e+17,254724054.0
409,8.28306601626968e+17,236655244.0
410,8.28306601626968e+17,72767883.0
411,8.28306601626968e+17,537363006.0
412,8.28306601626968e+17,40560852.0
413,8.28306601626968e+17,134683749.0
414,8.28306601626968e+17,305330824.0
415,8.28306601626968e+17,160415100.0
416,8.28306601626968e+17,521360793.0
417,8.28306601626968e+17,4794803127.0
418,8.28306601626968e+17,70970151.0
419,8.28306601626968e+17,55667011.0
420,8.28306601626968e+17,67870178.0
421,8.28306601626968e+17,55545874.0
422,8.28306601626968e+17,261981579.0
423,8.28306601626968e+17,961165831.0
424,8.28306601626968e+17,1090488847.0
425,8.28306601626968e+17,457954059.0
426,8.28306601626968e+17,139910687.0
427,8.28306601626968e+17,35893426.0
428,8.28306601626968e+17,3366176915.0
429,8.28306601626968e+17,314336628.0
430,8.28306601626968e+17,353891383.0
431,8.28306601626968e+17,51595118.0
432,8.28306601626968e+17,607460871.0
433,8.28306601626968e+17,1118012288.0
434,8.28306601626968e+17,316582456.0
435,8.28306601626968e+17,8.978427558288957e+17
436,8.28306601626968e+17,4842559143.0
437,8.28306601626968e+17,1080115375.0
438,8.28306601626968e+17,9.20825458417111e+17
439,8.28306601626968e+17,2295543297.0
440,8.28306601626968e+17,557972175.0
441,8.28306601626968e+17,1349574600.0
442,8.28306601626968e+17,2205594601.0
443,8.28306601626968e+17,2992528480.0
444,8.28306601626968e+17,305847364.0
445,8.28306601626968e+17,444104874.0
446,8.28306601626968e+17,249508907.0
447,8.28306601626968e+17,8.901853072908165e+17
448,8.28306601626968e+17,526972467.0
449,8.28306601626968e+17,714062456.0
450,8.28306601626968e+17,2781139889.0
451,8.28306601626968e+17,431274341.0
452,8.28306601626968e+17,119233310.0
453,8.28306601626968e+17,3013200364.0
454,8.28306601626968e+17,555925760.0
455,8.28306601626968e+17,7.385337258735698e+17
456,8.28306601626968e+17,34704938.0
457,8.28306601626968e+17,62129166.0
458,8.28306601626968e+17,220207373.0
459,8.28306601626968e+17,1335008648.0
460,8.28306601626968e+17,112779906.0
461,8.28306601626968e+17,1.0558152484002612e+18
462,8.28306601626968e+17,1167420439.0
463,8.28306601626968e+17,7.592150779208049e+17
464,8.28306601626968e+17,2744605156.0
465,8.28306601626968e+17,229380399.0
466,8.28306601626968e+17,3235067026.0
467,8.28306601626968e+17,450004738.0
468,8.28306601626968e+17,1611397514.0
469,8.28306601626968e+17,3043973260.0
470,8.28306601626968e+17,192907472.0
471,8.28306601626968e+17,25010693.0
472,8.28306601626968e+17,2978461539.0
473,8.28306601626968e+17,1425900792.0
474,8.28306601626968e+17,4148542639.0
475,8.28306601626968e+17,61771891.0
476,8.28306601626968e+17,3973876761.0
477,8.28306601626968e+17,1271013866.0
478,8.28306601626968e+17,416424914.0
479,8.28306601626968e+17,1071664981.0
480,8.28306601626968e+17,3306013552.0
481,8.28306601626968e+17,9.520020412238316e+17
482,8.28306601626968e+17,3078349565.0
483,8.28306601626968e+17,705926906.0
484,8.28306601626968e+17,460502164.0
485,8.28306601626968e+17,8.214388111546163e+17
486,8.28306601626968e+17,7.397334464156836e+17
487,7.011335921188209e+17,486977981.0
488,7.011335921188209e+17,295302727.0
489,7.011335921188209e+17,462602118.0
490,7.011335921188209e+17,3059436562.0
491,7.011335921188209e+17,389849875.0
492,7.011335921188209e+17,1863593143.0
493,7.011335921188209e+17,3355589357.0
494,7.011335921188209e+17,241700729.0
495,7.011335921188209e+17,52479182.0
496,7.011335921188209e+17,3081998068.0
497,7.011335921188209e+17,598808257.0
498,7.011335921188209e+17,755199384.0
499,7.011335921188209e+17,421404506.0
500,7.011335921188209e+17,307218366.0
501,7.011335921188209e+17,26466364.0
502,7.011335921188209e+17,553087472.0
503,7.011335921188209e+17,1312104894.0
504,7.011335921188209e+17,328288408.0
505,7.011335921188209e+17,21025630.0
506,7.011335921188209e+17,895369100.0
507,7.011335921188209e+17,160838330.0
508,7.011335921188209e+17,202256715.0
509,7.011335921188209e+17,178778347.0
510,7.011335921188209e+17,364650440.0
511,27131907.0,1.2805039671606354e+18
512,27131907.0,1.2827329743672812e+18
513,27131907.0,1.1870748570932265e+18
514,27131907.0,9.403445950696407e+17
515,27131907.0,73776463.0
516,27131907.0,24128531.0
517,27131907.0,815608362.0
518,27131907.0,164353221.0
519,27131907.0,1.0312600032635658e+18
520,27131907.0,515150294.0
521,27131907.0,512165772.0
522,27131907.0,548657816.0
523,27131907.0,343365816.0
524,27131907.0,1672323726.0
525,27131907.0,7.74639346410369e+17
526,27131907.0,216978480.0
527,27131907.0,101776647.0
528,7.330750597581292e+17,3188903222.0
529,7.330750597581292e+17,1.006622748393771e+18
530,7.330750597581292e+17,736951584.0
531,7.330750597581292e+17,47830854.0
532,7.330750597581292e+17,2704172442.0
533,7.330750597581292e+17,3059436562.0
534,7.330750597581292e+17,4353261136.0
535,7.330750597581292e+17,2945231130.0
536,7.330750597581292e+17,43046446.0
537,7.330750597581292e+17,598808257.0
538,7.330750597581292e+17,421404506.0
539,7.330750597581292e+17,332532382.0
540,7.714894955522294e+17,47830854.0
541,7.714894955522294e+17,462602118.0
542,7.714894955522294e+17,404965713.0
543,7.714894955522294e+17,2704172442.0
544,7.714894955522294e+17,3403597293.0
545,7.714894955522294e+17,3081998068.0
546,7.714894955522294e+17,2337139178.0
547,7.714894955522294e+17,93869532.0
548,7.714894955522294e+17,1328914758.0
549,7.714894955522294e+17,818431566.0
550,7.714894955522294e+17,467060479.0
551,7.714894955522294e+17,346906833.0
552,1.3102558883562127e+18,1360381742.0
553,1.3102558883562127e+18,38425511.0
554,1.3102558883562127e+18,4831465174.0
555,1.3102558883562127e+18,7.397334464156836e+17
556,1.3102558883562127e+18,731897738.0
557,1.3102558883562127e+18,1118012288.0
558,1.3102558883562127e+18,7.416211053503242e+17
559,1.3102558883562127e+18,311628317.0
560,1.3102558883562127e+18,3043973260.0
561,1.3102558883562127e+18,1271013866.0
562,1.3102558883562127e+18,61771891.0
563,9.543004714093036e+17,117342623.0
564,9.543004714093036e+17,241880362.0
565,9.543004714093036e+17,1077431534.0
566,9.543004714093036e+17,1.1928070288734044e+18
567,9.543004714093036e+17,318090564.0
568,9.543004714093036e+17,3620071276.0
569,9.543004714093036e+17,4863980955.0
570,9.543004714093036e+17,28169436.0
571,9.543004714093036e+17,613683872.0
572,9.543004714093036e+17,2259835274.0
573,9.543004714093036e+17,4235470360.0
574,9.543004714093036e+17,2301722687.0
575,9.543004714093036e+17,9.333032860982231e+17
576,9.543004714093036e+17,1141053834.0
577,9.543004714093036e+17,15216982.0
578,9.543004714093036e+17,32178071.0
579,9.543004714093036e+17,861865068.0
580,7.060863392011469e+17,7.979547266041938e+17
581,7.060863392011469e+17,1326898656.0
582,7.060863392011469e+17,1.3442752120204165e+18
583,7.060863392011469e+17,1.1834078579470418e+18
584,7.060863392011469e+17,7.309894841797591e+17
585,7.060863392011469e+17,2240530579.0
586,7.060863392011469e+17,3525914495.0
587,7.060863392011469e+17,9.468877641879388e+17
588,7.060863392011469e+17,3871758015.0
589,7.060863392011469e+17,156095474.0
590,246317067.0,9.403445950696407e+17
591,246317067.0,73776463.0
592,246317067.0,24128531.0
593,246317067.0,815608362.0
594,246317067.0,419747701.0
595,246317067.0,164353221.0
596,246317067.0,794594292.0
597,246317067.0,40683029.0
598,246317067.0,3292012480.0
599,246317067.0,43253719.0
600,246317067.0,1.0312600032635658e+18
601,246317067.0,515150294.0
602,246317067.0,33603957.0
603,246317067.0,133369464.0
604,246317067.0,765355350.0
605,246317067.0,8.8602631030016e+17
606,246317067.0,548657816.0
607,246317067.0,343365816.0
608,246317067.0,1672323726.0
609,246317067.0,8.908151646052762e+17
610,246317067.0,141416486.0
611,246317067.0,7.74639346410369e+17
612,246317067.0,9.303453487149097e+17
613,246317067.0,37510542.0
614,246317067.0,101776647.0
615,246317067.0,77592409.0
616,246317067.0,1332792588.0
617,980860934.0,38425511.0
618,980860934.0,192907472.0
619,980860934.0,221393687.0
620,980860934.0,74759973.0
621,980860934.0,64870402.0
622,980860934.0,4828259713.0
623,980860934.0,2246858662.0
624,980860934.0,610067519.0
625,980860934.0,40560852.0
626,980860934.0,416424914.0
627,980860934.0,755199384.0
628,100999181.0,1.0721690952762286e+18
629,100999181.0,1621112610.0
630,100999181.0,404965713.0
631,100999181.0,43046446.0
632,100999181.0,30650224.0
633,100999181.0,3403597293.0
634,100999181.0,598808257.0
635,100999181.0,224997660.0
636,100999181.0,106253569.0
637,100999181.0,21025630.0
638,100999181.0,178778347.0
639,1053368334.0,3188903222.0
640,1053368334.0,1.2766768470575555e+18
641,1053368334.0,861865068.0
642,1053368334.0,3350101361.0
643,1053368334.0,2704172442.0
644,1053368334.0,241700729.0
645,1053368334.0,2337139178.0
646,1053368334.0,243006551.0
647,1053368334.0,1328914758.0
648,1053368334.0,479146881.0
649,7.402612364751012e+17,1.2758368643483525e+18
650,7.402612364751012e+17,1.224903450435162e+18
651,7.402612364751012e+17,9.025243072759644e+17
652,7.402612364751012e+17,340051695.0
653,7.402612364751012e+17,1.396817435911721e+18
654,7.402612364751012e+17,1.2157431555822428e+18
655,7.402612364751012e+17,9.929349037161636e+17
656,7.402612364751012e+17,1.2977025564839483e+18
657,7.402612364751012e+17,1.273444941247574e+18
658,7.402612364751012e+17,1.2962203526794772e+18
659,7.402612364751012e+17,1.409244006379397e+18
660,7.402612364751012e+17,264924050.0
661,7.402612364751012e+17,2175241911.0
662,7.402612364751012e+17,1.3824481602289746e+18
663,7.402612364751012e+17,1.0062621340854232e+18
664,7.402612364751012e+17,8.77371894588031e+17
665,7.402612364751012e+17,1.1432282572920218e+18
666,7.402612364751012e+17,1.259714850659451e+18
667,7.402612364751012e+17,4329372799.0
668,7.402612364751012e+17,2985377849.0
669,7.402612364751012e+17,9.78798299741266e+17
670,7.402612364751012e+17,1.233592281120301e+18
671,7.402612364751012e+17,1.2043797162176512e+18
672,7.402612364751012e+17,1.3727047201046075e+18
673,7.402612364751012e+17,8.72706035689173e+17
674,7.402612364751012e+17,1.380624850855813e+18
675,7.402612364751012e+17,8.123609794765988e+17
676,7.402612364751012e+17,830276756.0
